id,venue_county,event_type,live,zipcode,participate,codee,important,codeg,money,codeh,source,resource,name,email,trouble
UPAC Ulster ballet,Ulster,dance,Wawarsing,12458,UPAC,v-multi,,,Broadway shows,mg-mus,Lighthouse events,fb,,,
,,,,,Bethel Woods,vp,,,musicals,m-rel,Bethel Woods,TWC channel 6,,,
,,,,,Mid,v-multi,,,Christian music,**,,WELV- radio Ellenville,,,
,,,,,Hudson Civic Center Poughkeepsie,,,,country shows,,,recommendations,,,
,,,,,,,,,,,,newspapers,,,
mf 1,Dutchess,maker,Wappingers Falls,12590,live music,m-live,lib music and art programs,v-lib,,,,fb,,,
,,,,,art galleries,ag,,a,,,,TW channel 6,,,
,,,,,plays,t,,,,,,WELV- Ellenville,,,
,,,,,library art programs (art,v-lib,,,,,,recommendations,,,
,,,,,lit,,,,,,,newspapers,,,
,,,,,music),,,,,,,,,,
mf 2,Dutchess,maker,Town of Poughkeepsie,12603,Bardavon,ac,theater,t,,,Arts Mid-Hudson weekly emails,PoJo,,,
,,,,,Mill Street Loft,,visual art shows,as,,,,,,,
mf 3,Dutchess,maker,Poughkeepsie,12601,art openings,ago,Women's Studio Workshop,,affluent and informed patrons! (happy face),,Chronogram,WAMC,,,
,,,,,music performances,,Bard College Summerfest,,,,,Arts Mid-Hudson,,,
,,,,,theater,,Vassar college museums,,,,,,,,
mf 4,Dutchess,maker,Cold Spring,10516,music venues,vm,DIA,am,more makere stuff,,phillipstown.info,Putnam County News & Recorder,,,
,,,,,DIA,am,,,lounge,,,Phillipstown.info (print),,,
mf 5,Dutchess,maker,Poughkeepsie,12603,Dutchess Community College Craft Fair,vc,historic homes,c-th,Hudson River art (waterfront) center,,county website,PoJo,,,
,,,,,Barrett Art Center,f,Bardavon,v-multi,with art/landscape classes,,,WCZX 97.7,,,
,,,,,theater,cft,,,performances inside and out,,,eeld**?,,,
,,,,,Bardavon,ac,,,craft arts store,,,,,,
,,,,,arts and crafts,cft,,,,,,,,,
,,,,,historical sites,c-th,,,,,,,,,
,,,,,cuisine,c-tf,,,,,,,,,
mf 6,Dutchess,maker,Poughkeepsie,12601,live music,m-live,Art Centro,ac,The Loeuvre,,Hudson Valley Happenings,Chronogram,,,
,,,,,Sheep and Wool Festival,f-cult,Sheep and Wool Festival,f-cult,,,Almanac Weekly,WKZE,,,
,,,,,COTA New Paltz,f-out,COTA,f-out,,,Chronogram,WDST,,,
,,,,,local art shows,af,,af,,,,,,,
,,,,,,as,,,,,,,,,
mf 7,Dutchess,maker,Modena,12548,arts,a,,,theater,,fb,PoJo,,,
,,,,,theater,t,,,,,,TWC channel 6,,,
,,,,,,,,,,,,local news,,,
mf 8,Dutchess,maker,Hyde Park,12601,art openings,aos,DIA,am,arts organizations with focus on building community,,,,,,
,,,,,plays,ago,Samuel Dorsky Museum of  Art,am,,,,,,,
,,,,,Mid,t,Frances Lehman Loeb Art Center,am,,,,,,,
,,,,,Hudson Heritage Center,,,,,,,,,,
,,,,,Art Centro,v-multi,Bardavon,v-multi,,,,,,,
,,,,,Barrett Art Center,ac,,,,,,,,,
,,,,,Dutchess Community College,ac,,,,,,,,,
,,,,,,vc,,,,,,,,,
mf 9,Dutchess,maker,,,I go to a lot of events at Poughkeepsie Day School,,clay demonstrations and activities,aed,events of fun activities to help inspire kids to see what they want to be when they grow up,ke,recommendations from others,,,,
,,,,,,,interesting music,m,,ked,,,,,
,,,,,,,related things,,,,,,,,
mf 10,Dutchess,maker,Wappingers Falls,12590,theater,t,,,better theater,,online searches,,,,
,,,,,,,,,more Shakespeare,,,,,,
mf 11,Dutchess,maker,Pawling,12564,Boscobel,f-lt,,,,,Vassar,,,,
,,,,,Vassar events,vc,,,,,,,,,
mf 12,Dutchess,maker,Hopewell Junction,12533,Hudson Valley Shakespeare Festival,vt,Hudson Valley Shakespeare Festival - Boscobel,vt,workshops for photography and crafts,,fb,Q92 FM,,,
,,,,,Stonecrop Gardens,ct,Walkway Over the Hudson,c-tl,,,PoJo,recommendations from others,,,
,,,,,Barrett Art Center,f-lt,Barrett Art Center,ac,,,Southern Dutchess News,,,,
,,,,,,c-t,,,,,,,,,
,,,,,,ac,,,,,,,,,
mf 13,Dutchess,maker,Hyde Park,12601,Art Centro,ac,Bardavon,v-multi,,,,PoJo,,,
,,,,,Bardavon,v-multi,DIA,am,,,,NPR,,,
,,,,,Marist College,vc,Hudson Valley Shakespeare Festival - Boscobel,vt,,,,WBPM,,,
,,,,,Queen City Players,tc,,f-lt,,,,Art Centro,,,
,,,,,County Players,vt,,,,,,Bardavon,,,
,,,,,,,,,,,,Marist,,,
,,,,,,,,,,,,Vassar,,,
,,,,,,,,,,,,rocommendations from others,,,
mf 14,Dutchess,maker,Stanfordville,12581,Shahinian Fine Arts,ag,,,,,,WAMC,,,
,,,,,Upstate Films,v-flm,,,,,,,,,
,,,,,Red Hook church readings,lr,,,,,,,,,
,,,,,Center for the Performing Arts at Rhinebeck.,vt,,,,,,,,,
,,,,,Sinterklass,c-t,,,,,,,,,
mf 15,Dutchess,maker,Poughkeepsie,12603,music,m,,,larger concerts,,,,,,
,,,,,folk,mg-f,,,,,,,,,
,,,,,rock,mg-r,,,,,,,,,
mf 16,Dutchess,maker,Highland,12528,craft fairs,as,,,,,,Chronogram,,,
,,,,,farmers markets,ag-cft,,,,,,fb,,,
,,,,,music events,m,,,,,,recommendations from others,,,
mf 17,Dutchess,maker,Gardiner,12525,craft fairs,as,,,opera,mg-o,,Chronogram,,,
,,,,,local music,ag-cft,,,,,,WAMC,,,
,,,,,farmers markets,m,,,,,,,,,
,,,,,,c-tf,,,,,,,,,
mf 18,Dutchess,maker,Billings,12510,Bardavon,v-multi,Bard College summer,vc,"opera
",mg-o,twitter,people I know,,,
,,,,,Cunneen,v-mp,,m-cs,,,,,,,
,,,,,Hackett,,,,,,,,,,
,,,,,galleries,vm,,,,,,,,,
,,,,,Bard College concerts,v-multi,,,,,,,,,
,,,,,Vassar concerts,,,,,,,,,,
,,,,,Mid,,,,,,,,,,
,,,,,Hudson Heritage Center,,,,,,,,,,
mf 19,Dutchess,maker,Poughkeepsie,12603,,,,,Fisher Center for Performing Arts,v-mp,lists of regional events,fb,,,
,,,,,,,,,,,,friends posts,,,
mf 20,Dutchess,maker,Rhinebeck,12572,music,m,Bard College,vc,,,,,,,
,,,,,Bard College,vc,,,,,,,,,
mf 21,Dutchess,maker,West Shokan,12494,Museums,v-mu,,,,,papers,recommendations,,,
mf 22,Dutchess,maker,Newburgh,12550,Just off Broadway,vt,movies,v-flm,Top rate theater for new plays,,FB,Chronogram,,,
,,,,,open studio tours,tc,readings,lr,movies center,,,recommendations,,,
,,,,,Downing Film,aos,,,,,,,,,
,,,,,,v-flm,,,,,,,,,
mf 23,Dutchess,maker,Lagrange,12603,dance events,d,Storm King Arts Center,ag,more local music,,,NPR,,,
,,,,,local musicians,e-loc,Bardavon,ag-s,,,,,,,
,,,,,,m,Upstate Films,v-multi,,,,,,,
,,,,,,,,v-flm,,,,,,,
mf 24,Dutchess,maker,Poughkeepsie,12603,theater,t,Storm King Arts Center,ag,exhibits on loan from NYC,,google,WAMC,,,
,,,,,music,m v-multi,UPAC,as-s,theater,,fb,PEO**?,,,
,,,,,Bardavon,v-multi,Bardavon,v-multi,,,,Congregation Shir Chadash,,,
,,,,,Mid,vc,Bear Cafe (Woodstock),v-com,,,,,,,
,,,,,Hudson Civic Center,,,,,,,,,,
,,,,,Bard College,,Upstate Films,v-flm,,,,,,,
,,,,,,,Bard College Spiegeltent,vc,,,,,,,
,,,,,,,,fm,,,,,,,
,,,,,,,,v-out,,,,,,,
mf 25,Dutchess,maker,Wappingers Falls,,county fairs,**,county fairs,**,multi-cultural events,,web,WAMC,,,
,,,,,Bardavon,v-multi,Bardavon,v-multi,,,social media,PEO**?,,,
,,,,,UPAC,v-multi,UPAC,v-multi,,,,Congregation Shir Chadash,,,
,,,,,Clearwater Festival,fm,Clearwater Festival,fm,,,,,,,
,,,,,Walkway Over the Hudson,c-tl,Walkway Over the Hudson,c-tl,,,,,,,
,,,,,,,,,,,,,,,
mf 26,Dutchess,maker,Cold Spring,10516,Beacon Flea,**,Towne Crier,v-com,theater,t,web,,,,
,,,,,Towne Crier,v-com,Mid-Hudson Heritage Center,v-multi,,,social media,,,,
,,,,,Howland Cultural Center,v-mp,Garrison Art Center,ac,,,,,,,
,,,,,Half Moon Theatre,tc,,,,,,,,,
mf 27,Dutchess,maker,Poughkeepsie,12603,craft fairs,cft,craft fairs,cft,more art galleries,,etsy,,,,
,,,,,art fairs,af,,,,,,,,,
mf 28,Dutchess,maker,Millbrook,12545,Vassar events,vc,Bardavon,v-multi,more central locations in Poughkeepsie for arts organizing,,,,,,
mf 29,Dutchess,maker,Hopewell Junction,12533,Sheep and Wool Festival,f-cult,,,,,fb,PoJo,,,
,,,,,Amenia Red Indian School House,f-out,,,,,,recommendations,,,
,,,,,Dutchess Country Fair,c-th,,,,,,,,,
,,,,,,multi,,,,,,,,,
mf 30,Dutchess,maker,Poughkeepsie,12603,Bardavon,v-multi,Bardavon,v-multi,more art workshops,,fb,PoJo,,,
,,,,,DIA,am,DIA,am,classes,,,recommendations,,,
mf 31,Dutchess,maker,Poughkeepsie,12603,art/craft fairs,a,Bardavon,v-multi,more theater productions,,,Arts Mid-Hudson.com,,,
,,,,,theater,cft,Hudson Valley Philharmonic,vm,art exhibitions,,,recommendations,,,
,,,,,concerts,t,music festivals in parks,mg-sy,,,,,,,
,,,,,,mc,,fm,,,,,,,
mf 32,Dutchess,maker,Pine Bush,12566,PIne Bush Harvest Festival,c-tf,Harvest,c-tf,more outdoor plays,v-out,Times Herald Record,,,,
,,,,,Crawford Arts Association (Pine Bush),agrp,Rosendale Pickle Festival,c-tf,,v-mp,fb,,,,
,,,,,Spring Festival,c-tf,blueberry festival,c-tl,,,,,,,
,,,,,,,Beacon Sloop Club Festivals,,,,,,,,
mf 33,Dutchess,maker,Hyde Park,12538,Bardavon,v-multi,Bardavon,v-multi,NY Philharmonic Summer home (like BSO and Tanglewood,,web,PoJo,,,
,,,,,Upstate Films,v-flm,Mill Street Loft,ac,,,,WAMC,,,
,,,,,Dutchess County Fair,v-multi,Spark Media Project,ag-f,,,,First Evangelical Lutheran church,,,
,,,,,Rhinebeck Craft Fair,cft,Mid-Hudson Heritage Center,v-multi,,,,recommendations,,,
,,,,,Woodstock,fa,Upstate Films,v-flm,,,,,,,
,,,,,New Paltz Art and Craft fair,cft,,,,,,,,,
mf 40,Dutchess,maker,Highland,12528,Pumpkin carving at the bakery,c-tf,town days,f-st,really good paintings,ag-v,,,,,
mf 41,Dutchess,maker,Beacon,12545,plays,t,holidays,,really good paintings,ag-v,,parents,,,
,,,,,dances,d,,,,,,,,,
mf 42,Dutchess,maker,Cornwall on Hudson on Hudson,12580,DIA,am,Storm King,ag,art movies,"v-flm
",Times Herald Record,Times Herald Record,,,
,,,,,Storm King Arts Center,am,DIA,ag-s,,,,recommendations,,,
,,,,,Sugar Loaf Performing Arts Center,ag-s,Downing Cinema,am,,,,,,,
,,,,,Bardavon,vt,,v-flm,,,,,,,
,,,,,,v-multi,,,,,,,,,
mf 43,Dutchess,maker,Poughkeepsie,12601,live music,m-live,music,m,local art gatherings and festivals,as,local web,,,,
,,,,,,,social performance arts,p,,f,fb,,,,
mb-01,Dutchess,,Rhinebeck,12572,Center for the Performing Arts at Rhinebeck,vt,,,,,,,,,
,,,,,Millbrook New Year’s Eve,**,,,,,,,,,
mb-02,Dutchess,,Rhinebeck,12572,community events,e-loc,,,more music,m,,,,,
,,,,,music,m,,,,,,,,,
mb-03,Dutchess,,Millbrook,12545,Millbrook new years eve,c-t,art related to horses,**,art museum,am,,,,,
,,,,,,,anytype of music,,,,,,,,
,,,,,,,maker fair,,,,,,,,
mb-04,Dutchess,,Millbrook,12545,Half Moon Theatre,tc,theater,t,community theater,,,,,,
,,,,,Center for the Performing Arts at Rhinebeck,vt,musical theater,tm,,,,,,,
,,,,,TriArts Sharon Playhouse,vt,,,,,,,,,
,,,,,Bard College,vc,,,,,,,,,
mb-05,Dutchess,,Wassaic,12592,movies,v-mo,Bard College,vc,Millbrook movie theater,,,,,,
,,,,,Millbrook New Year’s Eve,c-t,,,concert hall,,,,,,
mb-06,Dutchess,,Millbrook,12545,Millbrook New Year’s Eve,c-t,,,theater,,,,,,
mb-07,Dutchess,,Pleasant Valley,12569,Bardavon concerts,mc,,,chamber music,mg-chm,,WMHT,,,
,,,,,,vm,,,,,,,,,
mb-08,Dutchess,,Poughkeepsie,12601,family fun shows Dutchess Community College,e-fam,,,arts - museums,am,,,,,
,,,,,Vassar Art Galleries,vc,,,paintings exhibits,as,,,,,
,,,,,,am,,,,,,,,,
,,,,,,vc,,,,,,,,,
mb-09,Dutchess,,Millbrook,12545,classical music,mg-c,Bardavon,v-multi,more music,mg-chm,,,,,
,,,,,art,a,Cunneen-Hackett,v-mp,,,,,,,
,,,,,,,Vassar Art Galleries,am,,,,,,,
,,,,,,,Bard College Art Museum,vm,,,,,,,
,,,,,,,,vc,,,,,,,
mb-10,Dutchess,,Millbrook,12545,music events,m,community based art,**,devoted art space,ag,,,,,
,,,,,art shows,as,,,,,,,,,
mb-11,Dutchess,,Poughkeepsie,12603,craft fairs in fall,cft,family and children events,e-fam,craft fairs for children,ka,,,,,
,,,,,DIA,,,ke,,,,,,,
mb-12,Dutchess,,Poughkeepsie,12601,Hudson Valley Philharmonic,mg-sy,BOH,**,more classical and BOH,,PoJo,PoJo,,,
,,,,,Stringendo,m-grp,DIA,am,chamber orchestra,,,Stringendo,,,
,,,,,galleries,ag,Frances Lehman Loeb Art Center,am,touring orchestras,,,Univeralist Fellowship,,,
,,,,,historic sites,c-th,river mansions,ag,,,,,,,
,,,,,,,,c-th,,,,,,,
mb-13,Dutchess,,Millbrook,12545,,,,,plays,kt,,,,,
,,,,,,,,,music,km,,,,,
,,,,,,,,,events for kids,ke,,,,,
mb-14,Dutchess,,Millbrook,12545,theater,t,dance,d,ballet,db,,,,,
,,,,,music,m,theater,t,,,,,,,
,,,,,dance,d,,,,,,,,,
mb-15,Dutchess,,Hyde Park,12538,Millbrook New Year's Eve,e-loc,,,child focused events,ke,,,,,
,,,,,Balloon Festival,c-t,,,,,,,,,
,,,,,**HP events,,,,,,,,,,
mb-16,Dutchess,,Verbank,12585,activities in school book store,vs,kid events,ke,trips to albany or UPAC,,PoJo,Millbrook Central School District,,,
,,,,,Bardavon,v-multi,,,,,NPR - WAMC,,,,
,,,,,Mid,v-multi,,,,,,,,,
,,,,,Hudson Civic Center,,,,,,,,,,
,,,,,pepsi arena,**,,,,,,,,,
,,,,,Rhinebeck,c-tr,,,,,,,,,
,,,,,Dutchess Community College,vc,,,,,,,,,
mb-17,Dutchess,,Concord NH,3301,theater,kt,theater,t,food tasting,,,,,,
,,,,,childrens theater,,dance,d,international fair,,,,,,
,,,,,,,music,m,,,,,,,
,,,,,,,cooking - international foods,c-tf,,,,,,,
mb-18,Dutchess,,Stanfordville,12581,Millbrook New Year's Eve ,c-t,childrens art,ka,,,,,,,
mb-19,Dutchess,,Salt Point,12578,Bardavon,v-multi,Bardavon,v-multi,,,,WDST,,,
,,,,,Cunneen,v-mp,,,,,,WKZE,,,
,,,,,Hackett,,,,,,,,,,
,,,,,historic houses,c-th,,,,,,,,,
mb-20,Dutchess,,Rhinebeck,12572,parades,c-t,childrens events,ke,movies festivals,ka,,,,,
,,,,,gallery exhibits,ag,wine and food festivals,,art classes for children,,,,,,
,,,,,festivals,f,art shows,,art shows,,,,,,
mb-21,Dutchess,,Poughkeepsie,12603,plays,t,plays,t,aquarium,,,,,,
,,,,,family festivals,f-out,family festivals,f-out,zoo,,,,,,
,,,,,,e-fam,,e-fam,,,,,,,
mb-22,Dutchess,,Dover Plains,12522,Upstate Films,v-flm,DIA,am,movie theater in Millbrook (maybe in Thorne Building,v-mo,google,K104,,,
,,,,,Bard College,ac,Storm King Arts Center,ag,,am,,,,,
,,,,,Center for the Performing Arts at Rhinebeck,vt,Innisfree Gardens,mg-s,,v-flm,,,,,
,,,,,TriArts Sharon Playhouse,vt,historic houses,c-t,,,,,,,
,,,,,,,,c-t,,,,,,,
mb-23,Dutchess,,Red Hook,12571,kids events,ke,kids events,ke,Kids events,ke,,,,,
mb-24,Dutchess,,Pleasant Valley,12569,Bardavon childrens theater,kt,childrens events - theater,ke,,,,,,,
,,,,,Millbrook New Year's Eve,c-t,painting,,,,,,,,
,,,,,,,music,,,,,,,,
,,,,,,,movies,,,,,,,,
mb-25,Dutchess,,Millbrook,12545,art in library,as,Dutchess County Fair,c-t,theater (Westchester,,,,,,
,,,,,book reading,v-lib,,,Broadway) concerts,,,,,,
,,,,,Millbrook New Year's Eve,lr,,,,,,,,,
,,,,,parades,c-t,,,,,,,,,
,,,,,Dutchess County Fair,c-t,,,,,,,,,
,,,,,4th july,c-t,,,,,,,,,
,,,,,light shows,mc,,,,,,,,,
,,,,,concerts,,,,,,,,,,
mb-26,Dutchess,,Cornwall on Hudson on Hudson,12580,Millbrook New Year's Eve,c-t,music and child friendly events,km,bandshell in Hudson River.,,,,,,
,,,,,Millbrook Concerts,,,ke,,,,,,,
mb-27,Dutchess,,Rhinebeck,12572,Dutchess County Fair,v-multi,Center for the Performing Arts at Rhinebeck,vt,childrens museum,kmu,,,,,
,,,,,Center for the Performing Arts at Rhinebeck,vt,,,,,,,,,
mb-28,Dutchess,,Lagrange,12603,Mid,kmu,kid theater,kt,symphony orchestra,mc,Dutchess Regional Chamber of commerce,recommendations,,,
,,,,,Hudson Children's Museum,,,,,,,,,,
mb-29,Dutchess,,Claverack,12514,rock concerts at Chance,mc,music,m,,,,,,,
,,,,,,mg-r,jazz,mg-j,,,,,,,
,,,,,,v-com,classical,mg-r,,,,,,,
,,,,,,,rock,d,,,,,,,
,,,,,,,dance,,,,,,,,
,,,,,,,recitals (large and small),,,,,,,,
"
",Dutchess,,Millbrook,12545,concerts,mc,art galleries,ag,sports events,,,,,,
"mb-40
",Dutchess,,Millbrook,12545,Millbrook Arts Group Concerts,a-grp,Half-Moon Theater,vt,ballet,db,fb,Millbrook Arts Group,,,
,,,,,Bardavon,,Bardavon,v-multi,really good edgy theater,t,local news paper,Millbrook Library,,,
,,,,,,,,,painting and writing classes,ag-p,Shopping Millbrook (fb),Shopping Millbrook on fb,,,
,,,,,,,,,,**,,,,,
"mb41
",Dutchess,,Pleasant Valley,12565,Millbrook New Year's Eve,c-t,Dutchess County Fair,c-t,"more fairs
",,,,,,
,,,,,Christmas,,,,,,,,,,
,,,,,Halloween,,,,,,,,,,
mb-42,Dutchess,,Saugerties,12477,farmers market,c-tf,music,m,"more fine arts shows and concerts
",,,,,,
,,,,,,,fine arts,a,,,,,,,
mb-43,Dutchess,,"Lakeville, CT",6039,Walkway Over the Hudson,c-tl,art shows,as,dance,,,,,,
,,,,,library events,v-lib,sculpture,ag-s,sculpture,,,,,,
,,,,,shopping,**,,,Millbrook School prepschool things,,,,,,
mb-44,Dutchess,,Millbrook,12545,arts,a,music,m,theater,,,,,,
,,,,,,,art galleries,ag,,,,,,,
,,,,,,,theater,t,,,,,,,
mb-45,Dutchess,,unionvale,12540,Dutchess County Fair,e-fair,,,hands on art for kids,ka,newspaper,,,,
,,,,,festivals,f,,,community day where parents teach kids a skill?,ked,,,,,
,,,,,fairs,,,,,,,,,,
mb-46,Dutchess,,Pleasant Valley,12569,Vanderbilt Concerts,mc,family centered,e-fam,,,,,,,
,,,,,art fairs,af,,,,,,,,,
mb-47,Dutchess,,Poughkeepsie,12603,Bardavon,v-mulit,music,m,summer outdoor concerts,m-cs,,,,,
,,,,,Mid,v-multi,,,,,,,,,
,,,,,Hudson Civic Center,,,,,,,,,,
,,,,,Boscobel,vt,,,,,,,,,
mb-48,Dutchess,,Millerton,12546,Millbrook New Year's Eve,c-t,theater,t,children's theater,kt,,,,,
,,,,,music,m,off broadway,tc,voice lessons,,,,,,
,,,,,theater,t,,,,,,,,,
"mb-49
",Dutchess,,Brinkerhoff,12524,community,a,plays/productions for young people,kt,,,,,,,
,,,,,art,,,,,,,,,,
,,,,,music,m,,,,,,,,,
,,,,,performances,p,,,,,,,,,
mb-50,Dutchess,,Millbrook,12545,Bardavon,v-multi,music,m,restore Thorne building in Millbrook,,,,,,
,,,,,Hudson Valley Philharmonic,mc,art,a,,,,,,,
,,,,,Bard College,vc,live theater,tl,,,,,,,
mb-51,Dutchess,,Poughkeepsie,12603,summer concerts,m-cs,theater,kac,theater,,,,,,
,,,,,local plays (HS and community),vs,childrens activities/theater,kt,concerts,,,,,,
,,,,,,tl,,,,,,,,,
mb-52,Dutchess,,Wassaic,12592,art shows,as,,,Broadway type shows,,,,,,
,,,,,,v-lib,,,,,,,,,
,,,,,,lr,,,,,,,,,
,,,,,,c-t,,,,,,,,,
,,,,,,c-t,,,,,,,,,
,,,,,,c-t,,,,,,,,,
,,,,,,mc,,,,,,,,,
mb-53,Dutchess,,Dover Plains,12522,none,,live music,m-live,Dover Plains is a waste land!!,,,,,,
mb-54,Dutchess,,Hopewell Junction,12533,music,m,music,m,music,,,,,,
,,,,,plays,t,plays,t,plays,,,,,,
,,,,,,,museums,v-mu,museums,,,,,,
mb-55,Dutchess,,Millbrook,12545,museums,v-mu,Millbrook New Year's Eve,c-t,art gallery,,,,,,
,,,,,art galleries,ag,Bardavon,v-multi,classical music venue,,,,,,
,,,,,parks,c-t,Vassar Art Galleries,ag,theater,,,,,,
,,,,,concerts,c-th,Hotchkiss summer portals,m-ed,,,,,,,
,,,,,historical sites,,Innisfree,c-t,,,,,,,
,,,,,,,historic sites,c-th,,,,,,,
mb-56,Dutchess,,Millbrook,12545,museums,v-mu,museums,v-mu,more theater,,,,,,
,,,,,theater,t,theater,t,community arts (include disabilities),,,,,,
mb-57,Dutchess,,Wappingers Falls,12590,art,a,everthing that get ordinary people making arts.,,big fan of Institute for music and health's programs,,community theater groups,,,,
,,,,,Peter Muir concerts,m-live,,,,,,,,,
,,,,,Hudson River School,a,,,,,,,,,
,,,,,Singing Songbirds chorus,m-grp,,,,,,,,,
,,,,,Performing Arts Center at Rhinebeck,vt,,,,,,,,,
,,,,,light opera company,mg-o,,,,,,,,,
,,,,,Millbrook New Year's Eve.,c-t,,,,,,,,,
mb-58,Dutchess,,Salt Point,12578,classic music,mc,history,c-th,,,,,,,
mb-59,Dutchess,,Poughkeepsie,12601,Bardavon,v-mulit,music X3,m-grp,theater and ballet,t,,,,,
,,,,,Hudson Valley Philharmonic,mc,,,,db,,,,,
,,,,,art shows,as,,,,,,,,,
mb-60,Dutchess,,Millbrook,12545,,,jazz,mg-j,,,,,,,
,,,,,,,drama,t,,,,,,,
,,,,,,,cabaret,p-cab,,,,,,,
mb-61,Dutchess,,Millbrook,12545,Millbrook Arts Group summer concerts and library program,agrp,local summer concerts,m-cs,more variety with music in summer,,,,,,
,,,,,Northern Dutchess Orchestra,m-cs,,,,,,,,,
,,,,,Bardavon,mc,,,,,,,,,
,,,,,itvp,v-multi,,,,,,,,,
,,,,,,**,,,,,,,,,
mb-62,Dutchess,,Kingston,12401,classical music concerts,mc,opera,mg-o,center for world music,,,,,,
,,,,,world music concerts,mg-f,classical music,mc,,,,,,,
,,,,,,,world music,mg-f,,,,,,,
,,,,,,,folk festivals,,,,,,,,
mb-63,Dutchess,,Stanfordville,12581,jazz,mg-j,,,old photographs,,,,,,
,,,,,photography,ag-photo,,,jazz,,,,,,
,,,,,painting,ag-p,,,,,,,,,
mb-64,Dutchess,,Poughkeepsie,12603,music,m,historical mansions,c-th,,,,,,,
,,,,,plays,t,,,,,,,,,
,,,,,generally performing arts,p,,,,,,,,,
mb-65,Dutchess,,Millbrook,12545,museums,v-mu,live music,m-live,concerts,,,,,,
,,,,,concerts,mc,,,,,,,,,
mb-66,Dutchess,,Poughkeepsie,12603,music,m,musicals,mg-mus,,,,,,,
,,,,,Barrett Art Center (100/100),ac,,,,,,,,,
,,,,,Vassar plays,as,,,,,,,,,
,,,,,,t,,,,,,,,,
mb-67,Dutchess,,Millbrook,12545,jazz concerts,mc,jazz concerts (larry Ham),mc,,,,,,,
,,,,,,mg-j,,mg-j,,,,,,,
mb-68,Dutchess,,Pine Plains,12567,concerts,mc,concerts,mc,stage shows,,,,,,
,,,,,stage shows,tl,stage shows,tl,,,,,,,
,,,,,museums,am,museums,am,,,,,,,
,,,,,art shows,as,art shows,as,,,,,,,
mb-69,Dutchess,,Poughkeepsie,12601,musical performance,m-live,Upstate Films,v-flm,cabaret venue,p-cab,,,,,
,,,,,,,Bardavon,v-multi,,,,,,,
,,,,,,,Center for the Performing Arts at Rhinebeck,vt,,,,,,,
,,,,,,,Bard College Concert Hall,vc,,,,,,,
,,,,,,,Eisenhower Hall - West Point,mc,,,,,,,
,,,,,,,UPAC,vm,,,,,,,
,,,,,,,,v-multi,,,,,,,
mb-70,Dutchess,,Poughkeepsie,12603,theater,t,"all import if serve segment of community
",,,,,,,,
,,,,,local music,m-live,,,,,,,,,
,,,,,Amerscott Pipe Band,m-grp,,,,,,,,,
mb-71,Dutchess,,Millbrook,12545,Millbrook Arts Group events at the Thorne Building,"agrp
",music,m,theater,t,,,,,
,,,,,,,theater,t,,,,,,,
mb-72,Dutchess,,Millbrook,12545,concerts,mc,historical,c-th,renovate,,,,,,
,,,,,wine tasting,c-tf,old theaters,t,reopen Thorne Building,,,,,,
mb-73,Dutchess,,Millbrook,12545,concerts,mc,music,m,ta**? theater,,,,,,
,,,,,musical events,mg-mus,art,a,,,,,,,
,,,,,art shows,as,plays,t,,,,,,,
,,,,,plays,tl,,,,,,,,,
mb-74,Dutchess,,Pleasant Valley,12569,concerts,mc,Half-Moon,vt,symphony concerts,mc,,,,,
,,,,,plays,t,Bard College,tc,,,,,,,
,,,,,movies,v-mo,,vc,,,,,,,
mb-75,Dutchess,,Wappingers Falls,12590,Theaters,t,any that bring youth to appreciate something other than their own experience,**,theaters,,,,,,
,,,,,concerts,mc,,,more of them,,,,,,
,,,,,recitals,m,,,concert halls,,,,,,
,,,,,,,,,,,,,,,
mb-76,Dutchess,,Hopewell Junction,12533,historic sites,c-th,,,independent theater,,,,,,
,,,,,community theater,tl,,,,,,,,,
mb-77,Dutchess,,Poughkeepsie,12603,concerts,mc,concerts,mc,Broadway shows,,,,,,
,,,,,photo exhibits,ag-photo,plays,tl,road shows,,,,,,
,,,,,,as,,,,,,,,,
mb-78,Dutchess,,"Lagrangeville
",12540,Barrett Art Center,ac,Bethel Woods,vm,opera house,,,,,,
